,Int,IntYds,IntAvg,IntLong,IntTd,Solo,Ast,Tot,Sack,SackYds,SId,TId,PId,Player
0,2,27,13.50,21,0,55,83,3.0,10.0,--,S5,T27,P2649,/players/gerald-hodges-hodgege01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P2649,/players/gerald-hodges-hodgege01
2,0,0,0.00,0,0,44,55,0.0,0.0,--,S3,T1,P2649,/players/gerald-hodges-hodgege01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T23,P2650,/players/gabe-holmes-holmega01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T1,P2650,/players/gabe-holmes-holmega01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T1,P2650,/players/gabe-holmes-holmega01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T14,P2650,/players/gabe-holmes-holmega01
0,0,0,0.00,0,0,22,30,1.0,7.0,--,S5,T5,P2651,/players/leonard-johnson-johnsle09
1,0,0,0.00,0,0,41,53,0.0,0.0,--,S4,T4,P2651,/players/leonard-johnson-johnsle09
2,0,0,0.00,0,0,8,10,0.0,0.0,--,S3,T1,P2651,/players/leonard-johnson-johnsle09
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T9,P2653,/players/zach-moore-mooreza01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T5,P2653,/players/zach-moore-mooreza01
2,0,0,0.00,0,0,8,14,3.5,24.0,--,S3,T1,P2653,/players/zach-moore-mooreza01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T1,P2654,/players/deatrick-nichols-nichode02
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T1,P2654,/players/deatrick-nichols-nichode02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T28,P2655,/players/rees-odhiambo-odhiare01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T28,P2655,/players/rees-odhiambo-odhiare01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P2655,/players/rees-odhiambo-odhiare01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T1,P2655,/players/rees-odhiambo-odhiare01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T10,P2656,/players/john-phillips-philljo05
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T20,P2656,/players/john-phillips-philljo05
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P2656,/players/john-phillips-philljo05
0,0,0,0.00,0,0,16,20,0.0,0.0,--,S5,T13,P2657,/players/eddie-pleasant-pleased01
1,1,0,0.00,0,0,25,32,2.0,21.0,--,S4,T13,P2657,/players/eddie-pleasant-pleased01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T19,P2657,/players/eddie-pleasant-pleased01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T27,P2658,/players/garrison-smith-smithga04
1,0,0,0.00,0,0,6,9,0.0,0.0,--,S4,T28,P2658,/players/garrison-smith-smithga04
2,0,0,0.00,0,0,2,2,0.0,0.0,--,S3,T1,P2658,/players/garrison-smith-smithga04
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T30,P2659,/players/jacquies-smith-smithja11
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T30,P2659,/players/jacquies-smith-smithja11
2,0,0,0.00,0,0,0,1,0.0,0.0,--,S3,T1,P2659,/players/jacquies-smith-smithja11
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T1,P2660,/players/pasoni-tasini-tasinpa01
1,0,0,0.00,0,0,0,1,0.0,0.0,--,S3,T1,P2660,/players/pasoni-tasini-tasinpa01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T1,P2660,/players/pasoni-tasini-tasinpa01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P2661,/players/jalen-tolliver-tollija01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T16,P2661,/players/jalen-tolliver-tollija01
0,0,0,0.00,0,0,11,19,1.0,3.0,--,S5,T19,P2662,/players/vincent-valentine-valenvi01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T19,P2662,/players/vincent-valentine-valenvi01
2,0,0,0.00,0,0,0,1,0.0,0.0,--,S3,T1,P2662,/players/vincent-valentine-valenvi01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T14,P2663,/players/jeremy-vujnovich-vujnoje01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T14,P2663,/players/jeremy-vujnovich-vujnoje01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P2663,/players/jeremy-vujnovich-vujnoje01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T1,P2663,/players/jeremy-vujnovich-vujnoje01
0,2,34,17.00,30t,1,50,61,0.0,0.0,--,S5,T2,P2664,/players/robert-alford-alforro01
1,1,0,0.00,0,0,60,68,0.0,0.0,--,S4,T2,P2664,/players/robert-alford-alforro01
2,0,0,0.00,0,0,43,50,0.0,0.0,--,S3,T2,P2664,/players/robert-alford-alforro01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T1,P2664,/players/robert-alford-alforro01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T27,P2665,/players/zane-beadles-beadlza01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T27,P2665,/players/zane-beadles-beadlza01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2665,/players/zane-beadles-beadlza01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T15,P2666,/players/michael-bennett-bennemi03
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T15,P2666,/players/michael-bennett-bennemi03
2,0,0,0.00,0,0,4,5,0.0,0.0,--,S3,T2,P2666,/players/michael-bennett-bennemi03
0,0,0,0.00,0,0,9,16,0.0,0.0,--,S5,T22,P2667,/players/bruce-carter-cartebr02
1,0,0,0.00,0,0,2,6,0.0,0.0,--,S4,T22,P2667,/players/bruce-carter-cartebr02
2,0,0,0.00,0,0,16,21,0.0,0.0,--,S3,T2,P2667,/players/bruce-carter-cartebr02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P2667,/players/bruce-carter-cartebr02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T18,P2668,/players/brandon-fusco-fuscobr01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T27,P2668,/players/brandon-fusco-fuscobr01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2668,/players/brandon-fusco-fuscobr01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2669,/players/richard-jarvis-jarviri01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T6,P2670,/players/jeremy-langford-langfje02
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T6,P2670,/players/jeremy-langford-langfje02
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T17,P2670,/players/jeremy-langford-langfje02
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T2,P2671,/players/andrew-levitre-levitan01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T2,P2671,/players/andrew-levitre-levitan01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2671,/players/andrew-levitre-levitan01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T29,P2672,/players/jeff-overbaugh-overbje01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T6,P2672,/players/jeff-overbaugh-overbje01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2672,/players/jeff-overbaugh-overbje01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T6,P2673,/players/logan-paulsen-paulslo01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T27,P2673,/players/logan-paulsen-paulslo01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T2,P2673,/players/logan-paulsen-paulslo01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P2673,/players/logan-paulsen-paulslo01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T2,P2674,/players/ryan-schraeder-schrary01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T2,P2674,/players/ryan-schraeder-schrary01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2674,/players/ryan-schraeder-schrary01
0,0,0,0.00,0,0,6,8,0.0,0.0,--,S5,T2,P2675,/players/derrick-shelby-shelbde01
1,0,0,0.00,0,0,16,30,1.0,9.0,--,S4,T2,P2675,/players/derrick-shelby-shelbde01
2,0,0,0.00,0,0,8,10,0.0,0.0,--,S3,T2,P2675,/players/derrick-shelby-shelbde01
0,4,28,7.00,28,0,47,58,0.0,0.0,--,S5,T30,P2676,/players/keith-tandy-tandyke01
1,0,0,0.00,0,0,19,26,0.0,0.0,--,S4,T30,P2676,/players/keith-tandy-tandyke01
2,0,0,0.00,0,0,0,2,0.0,0.0,--,S3,T2,P2676,/players/keith-tandy-tandyke01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T23,P2677,/players/giorgio-tavecchio-tavecgi01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T23,P2677,/players/giorgio-tavecchio-tavecgi01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P2677,/players/giorgio-tavecchio-tavecgi01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P2677,/players/giorgio-tavecchio-tavecgi01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T5,P2678,/players/cameron-artispayne-artisca01
1,0,0,0.00,0,0,2,4,0.0,0.0,--,S4,T5,P2678,/players/cameron-artispayne-artisca01
2,0,0,0.00,0,0,0,1,0.0,0.0,--,S3,T5,P2678,/players/cameron-artispayne-artisca01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T5,P2678,/players/cameron-artispayne-artisca01
0,0,0,0.00,0,0,4,6,0.0,0.0,--,S5,T20,P2679,/players/travaris-cadet-cadettr01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T20,P2679,/players/travaris-cadet-cadettr01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T4,P2679,/players/travaris-cadet-cadettr01
0,0,0,0.00,0,0,0,1,0.0,0.0,--,S5,T1,P2680,/players/chandler-catanzaro-catanch01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T22,P2680,/players/chandler-catanzaro-catanch01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T30,P2680,/players/chandler-catanzaro-catanch01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T22,P2680,/players/chandler-catanzaro-catanch01
0,0,0,0.00,0,0,4,4,0.0,0.0,--,S5,T10,P2681,/players/lorenzo-doss-dosslo01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T10,P2681,/players/lorenzo-doss-dosslo01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T5,P2681,/players/lorenzo-doss-dosslo01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T5,P2681,/players/lorenzo-doss-dosslo01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T10,P2682,/players/mose-frazier-frazimo01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T5,P2682,/players/mose-frazier-frazimo01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T5,P2682,/players/mose-frazier-frazimo01
0,0,0,0.00,0,0,5,5,0.0,0.0,--,S5,T12,P2683,/players/josh-hawkins-hawkijo02
1,0,0,0.00,0,0,28,38,0.0,0.0,--,S4,T12,P2683,/players/josh-hawkins-hawkijo02
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P2683,/players/josh-hawkins-hawkijo02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T24,P2683,/players/josh-hawkins-hawkijo02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T5,P2684,/players/taylor-hearn-hearnta01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T5,P2684,/players/taylor-hearn-hearnta01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T5,P2685,/players/ben-jacobs-jacobbe01
1,0,0,0.00,0,0,4,6,0.0,0.0,--,S4,T5,P2685,/players/ben-jacobs-jacobbe01
2,0,0,0.00,0,0,3,6,0.0,0.0,--,S3,T5,P2685,/players/ben-jacobs-jacobbe01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T5,P2687,/players/brendan-mahon-mahonbr01
0,0,0,0.00,0,0,38,55,0.0,0.0,--,S5,T18,P2688,/players/captain-munnerlyn-munneca01
1,0,0,0.00,0,0,24,29,2.0,18.0,--,S4,T5,P2688,/players/captain-munnerlyn-munneca01
2,1,2,2.00,2,0,38,47,2.0,10.0,--,S3,T5,P2688,/players/captain-munnerlyn-munneca01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T4,P2688,/players/captain-munnerlyn-munneca01
0,0,0,0.00,0,0,15,23,7.5,47.5,--,S5,T12,P2689,/players/julius-peppers-peppeju01
1,0,0,0.00,0,0,21,33,11.0,61.0,--,S4,T5,P2689,/players/julius-peppers-peppeju01
2,0,0,0.00,0,0,14,22,5.0,25.0,--,S3,T5,P2689,/players/julius-peppers-peppeju01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T11,P2690,/players/corey-robinson-robinco03
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T11,P2690,/players/corey-robinson-robinco03
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2690,/players/corey-robinson-robinco03
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T32,P2690,/players/corey-robinson-robinco03
0,1,0,0.00,0,0,35,40,0.0,0.0,--,S5,T31,P2691,/players/danorris-searcy-searcda01
1,1,8,8.00,8,0,15,26,0.0,0.0,--,S4,T31,P2691,/players/danorris-searcy-searcda01
2,0,0,0.00,0,0,4,5,0.0,0.0,--,S3,T5,P2691,/players/danorris-searcy-searcda01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T27,P2693,/players/torrey-smith-smithto08
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T24,P2693,/players/torrey-smith-smithto08
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T5,P2693,/players/torrey-smith-smithto08
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T5,P2693,/players/torrey-smith-smithto08
0,4,95,23.75,60t,1,63,69,0.0,0.0,--,S5,T1,P2694,/players/marcus-cooper-coopema04
1,0,0,0.00,0,0,17,18,0.0,0.0,--,S4,T6,P2694,/players/marcus-cooper-coopema04
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T6,P2694,/players/marcus-cooper-coopema04
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T22,P2694,/players/marcus-cooper-coopema04
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S5,T29,P2695,/players/benny-cunningham-cunnibe02
1,0,0,0.00,0,0,10,13,0.0,0.0,--,S4,T6,P2695,/players/benny-cunningham-cunnibe02
2,0,0,0.00,0,0,5,5,0.0,0.0,--,S3,T6,P2695,/players/benny-cunningham-cunnibe02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T3,P2696,/players/taquan-mizzell-mizzeta01
1,0,0,0.00,0,0,2,3,0.0,0.0,--,S3,T6,P2696,/players/taquan-mizzell-mizzeta01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T6,P2696,/players/taquan-mizzell-mizzeta01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T17,P2697,/players/dion-sims-simsdi01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T6,P2697,/players/dion-sims-simsdi01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T6,P2697,/players/dion-sims-simsdi01
0,2,14,7.00,14,0,29,33,1.0,9.0,--,S5,T22,P2698,/players/marcus-williams-willima21
1,0,0,0.00,0,0,5,5,0.0,0.0,--,S4,T22,P2698,/players/marcus-williams-willima21
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T20,P2698,/players/marcus-williams-willima21
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T9,P2699,/players/brice-butler-butlebr02
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T9,P2699,/players/brice-butler-butlebr02
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P2699,/players/brice-butler-butlebr02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T17,P2699,/players/brice-butler-butlebr02
0,0,0,0.00,0,0,6,7,0.0,0.0,--,S4,T13,P2700,/players/treston-decoud-decoutr01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P2700,/players/treston-decoud-decoutr01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T9,P2700,/players/treston-decoud-decoutr01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T9,P2701,/players/rico-gathers-gatheri01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P2701,/players/rico-gathers-gatheri01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P2701,/players/rico-gathers-gatheri01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T8,P2701,/players/rico-gathers-gatheri01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T8,P2702,/players/darius-jackson-jacksda03
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P2702,/players/darius-jackson-jacksda03
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T9,P2702,/players/darius-jackson-jacksda03
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P2703,/players/lance-lenoir-lenoila01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T9,P2703,/players/lance-lenoir-lenoila01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T12,P2704,/players/christian-ringo-ringoch01
1,0,0,0.00,0,0,2,3,0.0,0.0,--,S4,T11,P2704,/players/christian-ringo-ringoch01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2704,/players/christian-ringo-ringoch01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T7,P2704,/players/christian-ringo-ringoch01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T6,P2705,/players/deonte-thompson-thompde03
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T6,P2705,/players/deonte-thompson-thompde03
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T9,P2705,/players/deonte-thompson-thompde03
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T22,P2705,/players/deonte-thompson-thompde03
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P2706,/players/mike-white-whitemi07
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T9,P2706,/players/mike-white-whitemi07
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T9,P2707,/players/terrance-williams-willite05
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P2707,/players/terrance-williams-willite05
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P2707,/players/terrance-williams-willite05
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T14,P2708,/players/trevor-bates-batestr01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T19,P2708,/players/trevor-bates-batestr01
2,0,0,0.00,0,0,1,3,0.0,0.0,--,S3,T11,P2708,/players/trevor-bates-batestr01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T19,P2709,/players/legarrette-blount-blounle01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T24,P2709,/players/legarrette-blount-blounle01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2709,/players/legarrette-blount-blounle01
0,0,0,0.00,0,0,12,14,0.0,0.0,--,S5,T11,P2710,/players/don-carey-careydo01
1,0,0,0.00,0,0,9,9,0.0,0.0,--,S4,T11,P2710,/players/don-carey-careydo01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2710,/players/don-carey-careydo01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T31,P2711,/players/matt-cassel-cassema01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T31,P2711,/players/matt-cassel-cassema01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2711,/players/matt-cassel-cassema01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T27,P2712,/players/bruce-ellington-ellinbr01
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T13,P2712,/players/bruce-ellington-ellinbr01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T13,P2712,/players/bruce-ellington-ellinbr01
0,0,0,0.00,0,0,8,8,0.0,0.0,--,S5,T7,P2713,/players/marquis-flowers-flowema01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T7,P2713,/players/marquis-flowers-flowema01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T32,P2713,/players/marquis-flowers-flowema01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T32,P2713,/players/marquis-flowers-flowema01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T29,P2714,/players/nicholas-grigsby-grigsni02
1,0,0,0.00,0,0,4,5,0.0,0.0,--,S4,T19,P2714,/players/nicholas-grigsby-grigsni02
2,0,0,0.00,0,0,7,10,0.0,0.0,--,S3,T19,P2714,/players/nicholas-grigsby-grigsni02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T3,P2714,/players/nicholas-grigsby-grigsni02
0,0,0,0.00,0,0,23,37,3.0,5.0,--,S5,T27,P2715,/players/eli-harold-harolel01
1,0,0,0.00,0,0,26,34,2.0,14.0,--,S4,T27,P2715,/players/eli-harold-harolel01
2,0,0,0.00,0,0,8,10,4.0,33.0,--,S3,T11,P2715,/players/eli-harold-harolel01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T24,P2715,/players/eli-harold-harolel01
0,0,0,0.00,0,0,17,32,1.5,10.0,--,S5,T32,P2716,/players/ricky-jeanfrancois-jeanfri01
1,0,0,0.00,0,0,1,2,0.0,0.0,--,S4,T12,P2716,/players/ricky-jeanfrancois-jeanfri01
2,0,0,0.00,0,0,19,30,2.0,14.0,--,S3,T11,P2716,/players/ricky-jeanfrancois-jeanfri01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T9,P2717,/players/andy-jones-jonesan06
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P2717,/players/andy-jones-jonesan06
2,0,0,0.00,0,0,4,4,0.0,0.0,--,S3,T11,P2717,/players/andy-jones-jonesan06
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P2717,/players/andy-jones-jonesan06
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T12,P2718,/players/tj-lang-langtj01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T11,P2718,/players/tj-lang-langtj01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2718,/players/tj-lang-langtj01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T13,P2719,/players/eric-lee-leeer03
1,1,8,8.00,8,0,10,19,3.5,23.5,--,S4,T19,P2719,/players/eric-lee-leeer03
2,0,0,0.00,0,0,4,6,0.0,0.0,--,S3,T11,P2719,/players/eric-lee-leeer03
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T11,P2719,/players/eric-lee-leeer03
0,0,0,0.00,0,0,4,5,0.0,0.0,--,S5,T29,P2720,/players/bradley-marquez-marqubr01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T11,P2720,/players/bradley-marquez-marqubr01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2720,/players/bradley-marquez-marqubr01
0,0,0,0.00,0,0,11,15,0.0,0.0,--,S4,T12,P2721,/players/lenzy-pipkins-pipkile01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P2721,/players/lenzy-pipkins-pipkile01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T8,P2721,/players/lenzy-pipkins-pipkile01
0,2,0,0.00,0,0,55,68,0.0,0.0,--,S5,T11,P2722,/players/glover-quin-quingl01
1,3,62,20.67,37t,1,60,84,0.0,0.0,--,S4,T11,P2722,/players/glover-quin-quingl01
2,0,0,0.00,0,0,58,74,1.0,6.0,--,S3,T11,P2722,/players/glover-quin-quingl01
0,1,2,2.00,2,0,57,81,0.0,0.0,--,S5,T28,P2723,/players/deshawn-shead-sheadde01
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S4,T28,P2723,/players/deshawn-shead-sheadde01
2,0,0,0.00,0,0,13,18,0.0,0.0,--,S3,T11,P2723,/players/deshawn-shead-sheadde01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T28,P2723,/players/deshawn-shead-sheadde01
0,0,0,0.00,0,0,30,50,0.0,0.0,--,S5,T21,P2724,/players/kelvin-sheppard-sheppke01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T6,P2724,/players/kelvin-sheppard-sheppke01
2,0,0,0.00,0,0,5,5,0.0,0.0,--,S3,T11,P2724,/players/kelvin-sheppard-sheppke01
0,0,0,0.00,0,0,12,14,0.0,0.0,--,S4,T11,P2725,/players/jalen-tabor-taborja01
1,0,0,0.00,0,0,24,28,0.0,0.0,--,S3,T11,P2725,/players/jalen-tabor-taborja01
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S5,T1,P2726,/players/hakeem-valles-valleha01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T1,P2726,/players/hakeem-valles-valleha01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P2726,/players/hakeem-valles-valleha01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T9,P2727,/players/byron-bell-bellby01
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S3,T12,P2727,/players/byron-bell-bellby01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T10,P2728,/players/kapri-bibbs-bibbska01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T27,P2728,/players/kapri-bibbs-bibbska01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T32,P2728,/players/kapri-bibbs-bibbska01
0,0,0,0.00,0,0,23,27,0.0,0.0,--,S5,T12,P2729,/players/kentrell-brice-briceke01
1,1,11,11.00,11,0,19,23,0.0,0.0,--,S4,T12,P2729,/players/kentrell-brice-briceke01
2,0,0,0.00,0,0,40,50,1.0,0.0,--,S3,T12,P2729,/players/kentrell-brice-briceke01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T30,P2729,/players/kentrell-brice-briceke01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P2730,/players/lavon-coleman-colemla02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P2731,/players/kendall-donnerson-donneke01
0,0,0,0.00,0,0,14,17,0.0,0.0,--,S5,T15,P2732,/players/davon-house-houseda01
1,1,0,0.00,0,0,37,44,1.0,8.0,--,S4,T12,P2732,/players/davon-house-houseda01
2,0,0,0.00,0,0,1,2,0.0,0.0,--,S3,T12,P2732,/players/davon-house-houseda01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P2733,/players/james-looney-looneja01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T12,P2733,/players/james-looney-looneja01
