,Rec,Yds,Avg,YPG,Long,TD,20+,Tar,YAC,SId,TId,PId,Player
2,0,0,0.00,0.0,0,0,0,0,0,S2,T21,P754,/players/dalvin-tomlinson-tomlida01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P754,/players/dalvin-tomlinson-tomlida01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T13,P755,/players/eric-tomlinson-tomlier01
1,8,121,15.12,8.6,34,1,--,11,68,S4,T22,P755,/players/eric-tomlinson-tomlier01
2,8,72,9.00,4.8,24,0,--,14,89,S3,T22,P755,/players/eric-tomlinson-tomlier01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T22,P755,/players/eric-tomlinson-tomlier01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P755,/players/eric-tomlinson-tomlier01
0,1,3,3.00,0.2,3,0,--,3,0,S5,T5,P756,/players/joe-webb-webbjo01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T5,P756,/players/joe-webb-webbjo01
2,2,13,6.50,0.8,7,0,--,3,6,S3,T13,P756,/players/joe-webb-webbjo01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T13,P756,/players/joe-webb-webbjo01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P756,/players/joe-webb-webbjo01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T1,P757,/players/brandon-williams-willibr20
1,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P757,/players/brandon-williams-willibr20
2,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P757,/players/brandon-williams-willibr20
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P757,/players/brandon-williams-willibr20
4,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P757,/players/brandon-williams-willibr20
0,0,0,0.00,0.0,0,0,--,0,0,S5,T22,P759,/players/leonard-williams-willile09
1,0,0,0.00,0.0,0,0,--,0,0,S4,T22,P759,/players/leonard-williams-willile09
2,0,0,0.00,0.0,0,0,--,0,0,S3,T22,P759,/players/leonard-williams-willile09
3,0,0,0.00,0.0,0,0,0,0,0,S2,T22,P759,/players/leonard-williams-willile09
4,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P759,/players/leonard-williams-willile09
0,0,0,0.00,0.0,0,0,0,0,0,S2,T21,P760,/players/oshane-ximines-ximinos01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P760,/players/oshane-ximines-ximinos01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T10,P761,/players/isaac-yiadom-yiadois01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T10,P761,/players/isaac-yiadom-yiadois01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P761,/players/isaac-yiadom-yiadois01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T7,P762,/players/kevin-zeitler-zeitlke01
1,1,-4,-4.00,-0.2,-4,0,--,1,0,S4,T8,P762,/players/kevin-zeitler-zeitlke01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P762,/players/kevin-zeitler-zeitlke01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T21,P762,/players/kevin-zeitler-zeitlke01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P762,/players/kevin-zeitler-zeitlke01
0,10,169,16.90,10.6,30,1,4,22,16,S2,T24,P763,/players/jj-arcegawhiteside-arcegjj01
1,4,85,21.25,10.6,37,0,2,8,8,S1,T24,P763,/players/jj-arcegawhiteside-arcegjj01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P764,/players/grayland-arnold-arnolgr01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P765,/players/genard-avery-averyge01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T8,P765,/players/genard-avery-averyge01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P765,/players/genard-avery-averyge01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P766,/players/joe-bachie-bachijo01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P767,/players/derek-barnett-barnede04
1,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P767,/players/derek-barnett-barnede04
2,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P767,/players/derek-barnett-barnede04
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P767,/players/derek-barnett-barnede04
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P768,/players/shaun-bradley-bradlsh02
0,10,143,14.30,28.6,29,0,--,15,25,S3,T22,P770,/players/deontay-burnett-burnede01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T22,P770,/players/deontay-burnett-burnede01
2,3,19,6.33,9.5,10,0,0,4,4,S1,T24,P770,/players/deontay-burnett-burnede01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P771,/players/hakeem-butler-butleha01
1,0,0,0.00,0.0,0,0,0,1,0,S1,T24,P771,/players/hakeem-butler-butleha01
0,10,123,12.30,7.7,28,2,--,15,128,S4,T24,P772,/players/corey-clement-clemeco01
1,22,192,8.73,17.5,23,0,--,25,264,S3,T24,P772,/players/corey-clement-clemeco01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P772,/players/corey-clement-clemeco01
3,5,25,5.00,1.7,12,0,0,6,32,S1,T24,P772,/players/corey-clement-clemeco01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T24,P773,/players/blake-countess-countbl01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T29,P773,/players/blake-countess-countbl01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T29,P773,/players/blake-countess-countbl01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P773,/players/blake-countess-countbl01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P773,/players/blake-countess-countbl01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T4,P775,/players/jason-croom-croomja01
1,22,259,11.77,17.3,26t,1,--,35,137,S3,T4,P775,/players/jason-croom-croomja01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T4,P775,/players/jason-croom-croomja01
3,1,3,3.00,0.8,3t,1,0,1,0,S1,T24,P775,/players/jason-croom-croomja01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P777,/players/jack-driscoll-driscja01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P778,/players/tj-edwards-edwartj01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P778,/players/tj-edwards-edwartj01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T7,P779,/players/jake-elliott-ellioja04
1,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P779,/players/jake-elliott-ellioja04
2,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P779,/players/jake-elliott-ellioja04
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P779,/players/jake-elliott-ellioja04
0,0,0,0.00,0.0,0,0,0,0,0,S2,T18,P780,/players/marcus-epps-eppsma01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P780,/players/marcus-epps-eppsma01
0,78,816,10.46,58.3,30,4,--,106,263,S5,T24,P781,/players/zach-ertz-ertzza01
1,74,824,11.14,58.9,53,8,--,110,243,S4,T24,P781,/players/zach-ertz-ertzza01
2,116,"1,163",10.03,72.7,34,8,--,156,353,S3,T24,P781,/players/zach-ertz-ertzza01
3,88,916,10.41,61.1,30,6,12,135,255,S2,T24,P781,/players/zach-ertz-ertzza01
4,36,335,9.31,30.5,42,1,4,72,88,S1,T24,P781,/players/zach-ertz-ertzza01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P782,/players/johnathan-ford-fordjo03
1,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P782,/players/johnathan-ford-fordjo03
2,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P782,/players/johnathan-ford-fordjo03
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P782,/players/johnathan-ford-fordjo03
0,0,0,0.00,0.0,0,0,0,3,0,S2,T11,P783,/players/travis-fulgham-fulghtr01
1,38,539,14.18,41.5,42t,4,5,67,100,S1,T24,P783,/players/travis-fulgham-fulghtr01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P784,/players/nate-gerry-gerryna01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P784,/players/nate-gerry-gerryna01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P784,/players/nate-gerry-gerryna01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P784,/players/nate-gerry-gerryna01
0,33,334,10.12,20.9,32t,4,--,44,161,S3,T24,P785,/players/dallas-goedert-goededa01
1,58,607,10.47,40.5,28t,5,8,87,334,S2,T24,P785,/players/dallas-goedert-goededa01
2,46,524,11.39,47.6,41,3,7,65,206,S1,T24,P785,/players/dallas-goedert-goededa01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P788,/players/nate-herbig-herbina01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P788,/players/nate-herbig-herbina01
0,10,167,16.70,12.8,59,0,2,29,50,S1,T24,P789,/players/john-hightower-hightjo01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T5,P790,/players/elijah-holyfield-holyfel01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P790,/players/elijah-holyfield-holyfel01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P791,/players/jameson-houston-houstja01
0,29,298,10.28,19.9,34,1,--,50,284,S5,T6,P792,/players/jordan-howard-howarjo02
1,23,125,5.43,7.8,12,0,--,32,157,S4,T6,P792,/players/jordan-howard-howarjo02
2,20,145,7.25,9.1,18,0,--,27,127,S3,T6,P792,/players/jordan-howard-howarjo02
3,10,69,6.90,6.9,20t,1,1,14,69,S2,T24,P792,/players/jordan-howard-howarjo02
4,1,-3,-3.00,-0.6,-3,0,0,1,0,S1,T17,P792,/players/jordan-howard-howarjo02
0,1,0,0.00,0.0,0,0,0,2,1,S1,T24,P793,/players/jason-huntley-huntlja01
0,1,3,3.00,0.2,3,0,0,1,9,S1,T24,P794,/players/jalen-hurts-hurtsja01
0,56,"1,005",17.95,67.0,80t,4,--,100,281,S5,T32,P795,/players/desean-jackson-jacksde02
1,50,668,13.36,47.7,41,3,--,90,191,S4,T30,P795,/players/desean-jackson-jacksde02
2,41,774,18.88,64.5,75t,4,--,74,181,S3,T30,P795,/players/desean-jackson-jacksde02
3,9,159,17.67,53.0,53t,2,2,10,15,S2,T24,P795,/players/desean-jackson-jacksde02
4,14,236,16.86,47.2,81t,1,3,26,65,S1,T24,P795,/players/desean-jackson-jacksde02
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P797,/players/michael-jacquet-jacqumi01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T18,P798,/players/craig-james-jamescr02
1,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P798,/players/craig-james-jamescr02
2,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P798,/players/craig-james-jamescr02
0,52,821,15.79,68.4,54,2,--,94,199,S5,T6,P799,/players/alshon-jeffery-jeffeal01
1,57,789,13.84,49.3,53t,9,--,120,203,S4,T24,P799,/players/alshon-jeffery-jeffeal01
2,65,843,12.97,64.8,52,6,--,92,272,S3,T24,P799,/players/alshon-jeffery-jeffeal01
3,43,490,11.40,49.0,38,4,6,73,116,S2,T24,P799,/players/alshon-jeffery-jeffeal01
4,6,115,19.17,16.4,39,1,3,13,25,S1,T24,P799,/players/alshon-jeffery-jeffeal01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P801,/players/cameron-johnston-johnsca07
1,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P801,/players/cameron-johnston-johnsca07
2,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P801,/players/cameron-johnston-johnsca07
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P801,/players/cameron-johnston-johnsca07
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P802,/players/luke-juriga-juriglu01
0,1,2,2.00,2.0,2,0,0,1,6,S1,T24,P804,/players/adrian-killins-killiad01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T6,P805,/players/crevon-leblanc-leblacr01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T6,P805,/players/crevon-leblanc-leblacr01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T6,P805,/players/crevon-leblanc-leblacr01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P805,/players/crevon-leblanc-leblacr01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P805,/players/crevon-leblanc-leblacr01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T12,P806,/players/rick-lovato-lovatri01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P806,/players/rick-lovato-lovatri01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P806,/players/rick-lovato-lovatri01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P806,/players/rick-lovato-lovatri01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P806,/players/rick-lovato-lovatri01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P807,/players/avonte-maddox-maddoav01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P807,/players/avonte-maddox-maddoav01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P807,/players/avonte-maddox-maddoav01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T14,P809,/players/ty-mcgill-mcgilty01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T8,P809,/players/ty-mcgill-mcgilty01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T16,P809,/players/ty-mcgill-mcgilty01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P809,/players/ty-mcgill-mcgilty01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P809,/players/ty-mcgill-mcgilty01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T24,P810,/players/rodney-mcleod-mcleoro01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P810,/players/rodney-mcleod-mcleoro01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P810,/players/rodney-mcleod-mcleoro01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P810,/players/rodney-mcleod-mcleoro01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P810,/players/rodney-mcleod-mcleoro01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T24,P811,/players/jalen-mills-millsja02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P811,/players/jalen-mills-millsja02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P811,/players/jalen-mills-millsja02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P811,/players/jalen-mills-millsja02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P811,/players/jalen-mills-millsja02
0,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P813,/players/joe-ostman-ostmajo01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P813,/players/joe-ostman-ostmajo01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T10,P814,/players/william-parks-parkswi01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T10,P814,/players/william-parks-parkswi01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T10,P814,/players/william-parks-parkswi01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T10,P814,/players/william-parks-parkswi01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P814,/players/william-parks-parkswi01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T24,P815,/players/jason-peters-peterja02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P815,/players/jason-peters-peterja02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P815,/players/jason-peters-peterja02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P815,/players/jason-peters-peterja02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P815,/players/jason-peters-peterja02
0,0,0,0.00,0.0,0,0,0,0,0,S2,T32,P816,/players/ross-pierschbacher-piersro01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P816,/players/ross-pierschbacher-piersro01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P817,/players/matt-pryor-pryorma01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P817,/players/matt-pryor-pryorma01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P817,/players/matt-pryor-pryorma01
0,31,396,12.77,36.0,55,1,4,54,183,S1,T24,P818,/players/jalen-reagor-reagoja01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T14,P819,/players/hassan-ridgeway-ridgeha01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T14,P819,/players/hassan-ridgeway-ridgeha01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T14,P819,/players/hassan-ridgeway-ridgeha01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P819,/players/hassan-ridgeway-ridgeha01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P819,/players/hassan-ridgeway-ridgeha01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P820,/players/duke-riley-rileydu01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P820,/players/duke-riley-rileydu01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P820,/players/duke-riley-rileydu01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P820,/players/duke-riley-rileydu01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P821,/players/elijah-riley-rileyel01
0,30,271,9.03,16.9,22,2,--,47,105,S5,T12,P823,/players/richard-rodgers-rodgeri01
1,12,160,13.33,10.7,36,1,--,19,89,S4,T12,P823,/players/richard-rodgers-rodgeri01
2,1,7,7.00,1.0,7,0,--,1,9,S3,T24,P823,/players/richard-rodgers-rodgeri01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P823,/players/richard-rodgers-rodgeri01
4,24,345,14.38,24.6,33t,2,5,31,95,S1,T24,P823,/players/richard-rodgers-rodgeri01
0,50,509,10.18,31.8,45,3,8,63,413,S2,T24,P824,/players/miles-sanders-sandemi01
1,28,197,7.04,16.4,28,0,3,52,208,S1,T24,P824,/players/miles-sanders-sandemi01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T20,P825,/players/boston-scott-scottbo04
1,24,204,8.50,18.5,39,0,2,26,273,S2,T24,P825,/players/boston-scott-scottbo04
2,25,212,8.48,13.2,18t,1,0,36,181,S1,T24,P825,/players/boston-scott-scottbo04
0,0,0,0.00,0.0,0,0,--,0,0,S5,T24,P826,/players/isaac-seumalo-seumais01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P826,/players/isaac-seumalo-seumais01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P826,/players/isaac-seumalo-seumais01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P826,/players/isaac-seumalo-seumais01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P826,/players/isaac-seumalo-seumais01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T4,P827,/players/kevon-seymour-seymoke01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T4,P827,/players/kevon-seymour-seymoke01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T5,P827,/players/kevon-seymour-seymoke01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P827,/players/kevon-seymour-seymoke01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P830,/players/rashad-smith-smithra08
0,0,0,0.00,0.0,0,0,--,0,0,S5,T32,P831,/players/nate-sudfeld-sudfena01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P831,/players/nate-sudfeld-sudfena01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P831,/players/nate-sudfeld-sudfena01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P831,/players/nate-sudfeld-sudfena01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P831,/players/nate-sudfeld-sudfena01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P832,/players/josh-sweat-sweatjo01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P832,/players/josh-sweat-sweatjo01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P832,/players/josh-sweat-sweatjo01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P833,/players/davion-taylor-tayloda06
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P834,/players/casey-toohill-toohica01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P836,/players/kvon-wallace-wallakv01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P837,/players/prince-tega-wanogho-wanogpr01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P838,/players/greg-ward-wardgr01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P838,/players/greg-ward-wardgr01
2,53,419,7.91,26.2,32t,6,3,79,164,S1,T24,P838,/players/greg-ward-wardgr01
0,7,106,15.14,17.7,43,1,2,13,58,S1,T24,P839,/players/quez-watkins-watkiqu01
0,1,7,7.00,0.4,7,0,--,1,14,S5,T24,P840,/players/carson-wentz-wentzca02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P840,/players/carson-wentz-wentzca02
2,1,4,4.00,0.4,4,0,--,1,9,S3,T24,P840,/players/carson-wentz-wentzca02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T24,P840,/players/carson-wentz-wentzca02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P840,/players/carson-wentz-wentzca02
0,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P841,/players/raequan-williams-willira09
0,0,0,0.00,0.0,0,0,--,0,0,S5,T26,P842,/players/trevor-williams-willitr12
1,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P842,/players/trevor-williams-willitr12
2,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P842,/players/trevor-williams-willitr12
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P842,/players/trevor-williams-willitr12
4,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P842,/players/trevor-williams-willitr12
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P843,/players/caleb-wilson-wilsoca02
1,0,0,0.00,0.0,0,0,0,0,0,S1,T24,P843,/players/caleb-wilson-wilsoca02
0,60,748,12.47,62.3,49,5,10,96,311,S1,T27,P844,/players/brandon-aiyuk-aiyukbr01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T27,P845,/players/azeez-alshaair-alshaaz01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P845,/players/azeez-alshaair-alshaaz01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T25,P846,/players/brian-allen-allenbr05
1,0,0,0.00,0.0,0,0,--,0,0,S3,T25,P846,/players/brian-allen-allenbr05
2,0,0,0.00,0.0,0,0,0,0,0,S2,T25,P846,/players/brian-allen-allenbr05
3,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P846,/players/brian-allen-allenbr05
0,0,0,0.00,0.0,0,0,--,0,0,S5,T27,P848,/players/arik-armstead-armstar02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T27,P848,/players/arik-armstead-armstar02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T27,P848,/players/arik-armstead-armstar02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T27,P848,/players/arik-armstead-armstar02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P848,/players/arik-armstead-armstar02
0,0,0,0.00,0.0,0,0,--,0,0,S4,T11,P849,/players/alex-barrett-barreal01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T11,P849,/players/alex-barrett-barreal01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P849,/players/alex-barrett-barreal01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T27,P850,/players/cj-beathard-beathcj01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T27,P850,/players/cj-beathard-beathcj01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T27,P850,/players/cj-beathard-beathcj01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P850,/players/cj-beathard-beathcj01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T8,P852,/players/briean-boddycalhoun-boddybr01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T8,P852,/players/briean-boddycalhoun-boddybr01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P852,/players/briean-boddycalhoun-boddybr01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T13,P852,/players/briean-boddycalhoun-boddybr01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P852,/players/briean-boddycalhoun-boddybr01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T27,P853,/players/nick-bosa-bosani01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P853,/players/nick-bosa-bosani01
0,16,257,16.06,23.4,54,0,--,34,114,S4,T27,P854,/players/kendrick-bourne-bournke01
1,42,487,11.60,30.4,33,4,--,67,147,S3,T27,P854,/players/kendrick-bourne-bournke01
2,30,358,11.93,22.4,30,5,4,44,122,S2,T27,P854,/players/kendrick-bourne-bournke01
3,49,667,13.61,44.5,49t,2,7,74,219,S1,T27,P854,/players/kendrick-bourne-bournke01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P855,/players/daniel-brunskill-brunsda01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P855,/players/daniel-brunskill-brunsda01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P855,/players/daniel-brunskill-brunsda01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P856,/players/josiah-coatney-coatnjo01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P857,/players/matt-cole-colema03
0,31,421,13.58,32.4,49,3,--,40,359,S5,T2,P858,/players/tevin-coleman-colemte01
1,27,299,11.07,19.9,39,3,--,39,218,S4,T2,P858,/players/tevin-coleman-colemte01
2,32,276,8.62,17.2,39t,5,--,44,275,S3,T2,P858,/players/tevin-coleman-colemte01
3,21,180,8.57,12.9,37,1,2,30,204,S2,T27,P858,/players/tevin-coleman-colemte01
4,4,34,8.50,4.2,18,0,0,5,21,S1,T27,P858,/players/tevin-coleman-colemte01
0,1,44,44.00,5.5,44,0,--,2,7,S3,T10,P860,/players/river-cracraft-cracrri01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T10,P860,/players/river-cracraft-cracrri01
2,6,41,6.83,4.6,12,0,0,9,11,S1,T27,P860,/players/river-cracraft-cracrri01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P862,/players/darrion-daniels-danieda06
0,2,14,7.00,1.3,8,0,--,2,1,S3,T27,P863,/players/ross-dwelley-dwellro01
1,15,91,6.07,5.7,25,2,1,22,40,S2,T27,P863,/players/ross-dwelley-dwellro01
2,19,245,12.89,15.3,36,1,3,24,107,S1,T27,P863,/players/ross-dwelley-dwellro01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T27,P864,/players/demetrius-flanniganfowles-flannde01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P864,/players/demetrius-flanniganfowles-flannde01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T16,P865,/players/dee-ford-fordde02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T16,P865,/players/dee-ford-fordde02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T16,P865,/players/dee-ford-fordde02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T27,P865,/players/dee-ford-fordde02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T27,P865,/players/dee-ford-fordde02
